ADT,EMC Value,'tEMCQual'1,Parameter,NonDetectFlag
0,5.37,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5.35,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5.29,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5.27,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5.24,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5.19,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5.16,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5.14,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5.08,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5.06,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5.03,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,5,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.98,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.92,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.87,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.84,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.82,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.79,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.76,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.74,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.71,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.68,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.66,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.63,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.57,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.55,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.52,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.49,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.46,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.41,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.35,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.33,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.27,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.24,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.21,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.19,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.16,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.13,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.1,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.07,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.04,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,4.02,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.99,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.96,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.93,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.87,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.84,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.82,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.79,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.76,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.73,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.7,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.67,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.64,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.61,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.58,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.55,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.52,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.49,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.46,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.43,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.37,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.34,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.31,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.28,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.25,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.22,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.19,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.16,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.13,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.1,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.07,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.04,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,3.01,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.98,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.94,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.91,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.88,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.85,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.82,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.79,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.75,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.72,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.69,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.66,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.63,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.59,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.56,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.53,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.5,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.46,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.43,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.36,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.33,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.26,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.23,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.2,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.16,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.13,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.09,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.06,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,2.02,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.99,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.95,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.92,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.88,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.85,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.81,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.78,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.74,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.71,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.67,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.63,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.56,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.52,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.48,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.45,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.41,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.37,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.33,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.26,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.22,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.18,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.14,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,1.1,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.98,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.94,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.9,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.86,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.81,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.73,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.69,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.64,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.56,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.51,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.42,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.37,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.28,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
0,0.24,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,208,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,169,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,141,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,139,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,135,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,112,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,106,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,105,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,87.5,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,84,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,83.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,78.1,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,66.8,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,64.5,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,63,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,49.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,48.9,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,43.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,36.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,32.9,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,27.1,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,27,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,25.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,24.7,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,23.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,21.5,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,21.2,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,19.1,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,17.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,17.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,16,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,13.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,13,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,11.7,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,11.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,11.5,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,11.1,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,10.8,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,10.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,9.86,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,8.44,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,7.99,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,7.93,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,6.74,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,6.11,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,5.73,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,5.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,5.32,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,5.27,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,5.21,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,4.95,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,4.44,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,4.41,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,4.24,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,4.21,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,4.19,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.93,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.82,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.76,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.73,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.52,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.46,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.34,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.22,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.19,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.16,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.07,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,3.04,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,2.88,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,2.75,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,2.59,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,2.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,2.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,2.26,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,2.2,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,2.02,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.99,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.92,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.88,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.81,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.78,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.71,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.63,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.56,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.48,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.45,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.41,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.37,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.33,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.26,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.14,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,1.02,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,0.98,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,0.9,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,0.77,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-70,0.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,138,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,129,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,128,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,124,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,118,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,108,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,96,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,83.1,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,77.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,74.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,73.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,70.9,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,69.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,61,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,47.1,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,44.8,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,42,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,41.8,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,40.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,37.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,37.2,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,33.2,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,32,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,31,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,30,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,28.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,26.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,24.5,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,21.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,17.8,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,17.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,16.9,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,15.9,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,15.1,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,14.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,14.2,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,13.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,13.2,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,12.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,12.2,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,11.9,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,11.6,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,11.4,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,10.7,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,9.65,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,9.52,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,9.2,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,9.05,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,8.95,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,8.88,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,8.79,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,8.24,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,7.52,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,7.07,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,6.67,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,6.5,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,6.33,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,6.2,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,6.16,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,6.08,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,6.06,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.93,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.91,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.86,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.83,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.81,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.7,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.47,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.24,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.21,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.16,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.11,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,5.06,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.87,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.84,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.82,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.79,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.76,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.68,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.55,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.49,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.3,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.27,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.19,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
-71,4.16,,"Sulfate, water, filtered, estimated by regression equation, milligrams per liter",FALSE
