ADT,EMC Value,'tEMCQual'1,Parameter,NonDetectFlag
-71,0.33,'<',"Chrysene, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.02,'<',"Chrysene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.01,'<',"cis-Chlordane, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.0027,'<',"cis-Chlordane, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.0047,'<',"cis-Chlordane, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.0025,'<',"cis-Chlordane, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.0011,'<',"cis-Chlordane, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.00051,'<',"cis-Chlordane, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.0005,'<',"cis-Chlordane, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.0005,'<',"cis-Nonachlor, suspended sediment, recoverable, micrograms per liter",TRUE
0,0.04,,"cis-Nonachlor, water, unfiltered, recoverable, micrograms per liter",FALSE
-122,0.02,,"cis-Nonachlor, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.02,'<',"cis-Nonachlor, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.01,'<',"cis-Nonachlor, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.02,'<',"cis-Nonachlor, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.00087,'<',"cis-Nonachlor, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.00051,'<',"cis-Nonachlor, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.0005,'<',"cis-Nonachlor, water, unfiltered, recoverable, micrograms per liter",TRUE
328000,67,,"Copper, water, filtered, micrograms per liter",FALSE
328000,59.88,,"Copper, water, filtered, micrograms per liter",FALSE
328000,54,,"Copper, water, filtered, micrograms per liter",FALSE
328000,35.17,,"Copper, water, filtered, micrograms per liter",FALSE
328000,27.34,,"Copper, water, filtered, micrograms per liter",FALSE
328000,20.9,,"Copper, water, filtered, micrograms per liter",FALSE
328000,5.08,,"Copper, water, filtered, micrograms per liter",FALSE
288000,195,,"Copper, water, filtered, micrograms per liter",FALSE
288000,182,,"Copper, water, filtered, micrograms per liter",FALSE
288000,102.98,,"Copper, water, filtered, micrograms per liter",FALSE
288000,77.46,,"Copper, water, filtered, micrograms per liter",FALSE
288000,40.68,,"Copper, water, filtered, micrograms per liter",FALSE
288000,40,,"Copper, water, filtered, micrograms per liter",FALSE
288000,34,,"Copper, water, filtered, micrograms per liter",FALSE
288000,25,,"Copper, water, filtered, micrograms per liter",FALSE
288000,23,,"Copper, water, filtered, micrograms per liter",FALSE
288000,16.16,,"Copper, water, filtered, micrograms per liter",FALSE
288000,10.91,,"Copper, water, filtered, micrograms per liter",FALSE
288000,9.03,,"Copper, water, filtered, micrograms per liter",FALSE
288000,9,,"Copper, water, filtered, micrograms per liter",FALSE
288000,6.97,,"Copper, water, filtered, micrograms per liter",FALSE
288000,5.41,,"Copper, water, filtered, micrograms per liter",FALSE
274000,271.08,,"Copper, water, filtered, micrograms per liter",FALSE
274000,167,,"Copper, water, filtered, micrograms per liter",FALSE
274000,146.13,,"Copper, water, filtered, micrograms per liter",FALSE
274000,125,,"Copper, water, filtered, micrograms per liter",FALSE
274000,119.71,,"Copper, water, filtered, micrograms per liter",FALSE
274000,104,,"Copper, water, filtered, micrograms per liter",FALSE
274000,77,,"Copper, water, filtered, micrograms per liter",FALSE
274000,65.25,,"Copper, water, filtered, micrograms per liter",FALSE
274000,43,,"Copper, water, filtered, micrograms per liter",FALSE
274000,36,,"Copper, water, filtered, micrograms per liter",FALSE
274000,31.05,,"Copper, water, filtered, micrograms per liter",FALSE
274000,25.78,,"Copper, water, filtered, micrograms per liter",FALSE
274000,20.55,,"Copper, water, filtered, micrograms per liter",FALSE
242000,38,,"Copper, water, filtered, micrograms per liter",FALSE
242000,37,,"Copper, water, filtered, micrograms per liter",FALSE
242000,23,,"Copper, water, filtered, micrograms per liter",FALSE
242000,22,,"Copper, water, filtered, micrograms per liter",FALSE
242000,15,,"Copper, water, filtered, micrograms per liter",FALSE
242000,14,,"Copper, water, filtered, micrograms per liter",FALSE
242000,12,,"Copper, water, filtered, micrograms per liter",FALSE
242000,10,,"Copper, water, filtered, micrograms per liter",FALSE
242000,9.7,,"Copper, water, filtered, micrograms per liter",FALSE
242000,7.6,,"Copper, water, filtered, micrograms per liter",FALSE
242000,6.2,,"Copper, water, filtered, micrograms per liter",FALSE
231000,75,,"Copper, water, filtered, micrograms per liter",FALSE
231000,64,,"Copper, water, filtered, micrograms per liter",FALSE
231000,61,,"Copper, water, filtered, micrograms per liter",FALSE
231000,50,,"Copper, water, filtered, micrograms per liter",FALSE
231000,49,,"Copper, water, filtered, micrograms per liter",FALSE
231000,47,,"Copper, water, filtered, micrograms per liter",FALSE
231000,46,,"Copper, water, filtered, micrograms per liter",FALSE
231000,42,,"Copper, water, filtered, micrograms per liter",FALSE
231000,41,,"Copper, water, filtered, micrograms per liter",FALSE
231000,37,,"Copper, water, filtered, micrograms per liter",FALSE
231000,35,,"Copper, water, filtered, micrograms per liter",FALSE
231000,34,,"Copper, water, filtered, micrograms per liter",FALSE
231000,32,,"Copper, water, filtered, micrograms per liter",FALSE
231000,29,,"Copper, water, filtered, micrograms per liter",FALSE
231000,26,,"Copper, water, filtered, micrograms per liter",FALSE
231000,25,,"Copper, water, filtered, micrograms per liter",FALSE
231000,23,,"Copper, water, filtered, micrograms per liter",FALSE
231000,22,,"Copper, water, filtered, micrograms per liter",FALSE
231000,20,,"Copper, water, filtered, micrograms per liter",FALSE
231000,19,,"Copper, water, filtered, micrograms per liter",FALSE
231000,15,,"Copper, water, filtered, micrograms per liter",FALSE
231000,13,,"Copper, water, filtered, micrograms per liter",FALSE
231000,11,,"Copper, water, filtered, micrograms per liter",FALSE
160000,18,,"Copper, water, filtered, micrograms per liter",FALSE
160000,12,,"Copper, water, filtered, micrograms per liter",FALSE
160000,7.5,,"Copper, water, filtered, micrograms per liter",FALSE
160000,6.9,,"Copper, water, filtered, micrograms per liter",FALSE
160000,5.7,,"Copper, water, filtered, micrograms per liter",FALSE
160000,4.8,,"Copper, water, filtered, micrograms per liter",FALSE
160000,4.6,,"Copper, water, filtered, micrograms per liter",FALSE
160000,4.1,,"Copper, water, filtered, micrograms per liter",FALSE
160000,4,,"Copper, water, filtered, micrograms per liter",FALSE
160000,3.9,,"Copper, water, filtered, micrograms per liter",FALSE
160000,3.6,,"Copper, water, filtered, micrograms per liter",FALSE
160000,3.3,,"Copper, water, filtered, micrograms per liter",FALSE
154000,34,,"Copper, water, filtered, micrograms per liter",FALSE
154000,26,,"Copper, water, filtered, micrograms per liter",FALSE
154000,23,,"Copper, water, filtered, micrograms per liter",FALSE
154000,21,,"Copper, water, filtered, micrograms per liter",FALSE
154000,20,,"Copper, water, filtered, micrograms per liter",FALSE
154000,18,,"Copper, water, filtered, micrograms per liter",FALSE
154000,17,,"Copper, water, filtered, micrograms per liter",FALSE
154000,13,,"Copper, water, filtered, micrograms per liter",FALSE
154000,12,,"Copper, water, filtered, micrograms per liter",FALSE
154000,11,,"Copper, water, filtered, micrograms per liter",FALSE
154000,9.5,,"Copper, water, filtered, micrograms per liter",FALSE
154000,9.3,,"Copper, water, filtered, micrograms per liter",FALSE
154000,8,,"Copper, water, filtered, micrograms per liter",FALSE
154000,4.8,,"Copper, water, filtered, micrograms per liter",FALSE
150000,279,,"Copper, water, filtered, micrograms per liter",FALSE
150000,103,,"Copper, water, filtered, micrograms per liter",FALSE
150000,44,,"Copper, water, filtered, micrograms per liter",FALSE
150000,25,,"Copper, water, filtered, micrograms per liter",FALSE
150000,13,,"Copper, water, filtered, micrograms per liter",FALSE
139000,54,,"Copper, water, filtered, micrograms per liter",FALSE
139000,46,,"Copper, water, filtered, micrograms per liter",FALSE
139000,43,,"Copper, water, filtered, micrograms per liter",FALSE
139000,37,,"Copper, water, filtered, micrograms per liter",FALSE
139000,29,,"Copper, water, filtered, micrograms per liter",FALSE
139000,28,,"Copper, water, filtered, micrograms per liter",FALSE
139000,27,,"Copper, water, filtered, micrograms per liter",FALSE
139000,23,,"Copper, water, filtered, micrograms per liter",FALSE
139000,22,,"Copper, water, filtered, micrograms per liter",FALSE
139000,19,,"Copper, water, filtered, micrograms per liter",FALSE
139000,17,,"Copper, water, filtered, micrograms per liter",FALSE
139000,14,,"Copper, water, filtered, micrograms per liter",FALSE
139000,8.5,,"Copper, water, filtered, micrograms per liter",FALSE
133900,620,,"Copper, water, filtered, micrograms per liter",FALSE
133900,420,,"Copper, water, filtered, micrograms per liter",FALSE
133900,130,,"Copper, water, filtered, micrograms per liter",FALSE
133900,82,,"Copper, water, filtered, micrograms per liter",FALSE
133900,22,,"Copper, water, filtered, micrograms per liter",FALSE
133900,20,,"Copper, water, filtered, micrograms per liter",FALSE
133900,18,,"Copper, water, filtered, micrograms per liter",FALSE
133900,17,,"Copper, water, filtered, micrograms per liter",FALSE
133900,16,,"Copper, water, filtered, micrograms per liter",FALSE
133900,14,,"Copper, water, filtered, micrograms per liter",FALSE
133900,13,,"Copper, water, filtered, micrograms per liter",FALSE
133900,12,,"Copper, water, filtered, micrograms per liter",FALSE
133900,8.9,,"Copper, water, filtered, micrograms per liter",FALSE
133900,8,,"Copper, water, filtered, micrograms per liter",FALSE
133900,7.4,,"Copper, water, filtered, micrograms per liter",FALSE
133900,7.3,,"Copper, water, filtered, micrograms per liter",FALSE
133900,7,,"Copper, water, filtered, micrograms per liter",FALSE
133900,6.1,,"Copper, water, filtered, micrograms per liter",FALSE
133900,5.8,,"Copper, water, filtered, micrograms per liter",FALSE
130000,12,,"Copper, water, filtered, micrograms per liter",FALSE
130000,10,,"Copper, water, filtered, micrograms per liter",FALSE
130000,7.2,,"Copper, water, filtered, micrograms per liter",FALSE
130000,6.7,,"Copper, water, filtered, micrograms per liter",FALSE
130000,5.7,,"Copper, water, filtered, micrograms per liter",FALSE
130000,5.6,,"Copper, water, filtered, micrograms per liter",FALSE
130000,5.4,,"Copper, water, filtered, micrograms per liter",FALSE
130000,4.1,,"Copper, water, filtered, micrograms per liter",FALSE
130000,3.8,,"Copper, water, filtered, micrograms per liter",FALSE
127000,44.2,,"Copper, water, filtered, micrograms per liter",FALSE
127000,34.4,,"Copper, water, filtered, micrograms per liter",FALSE
127000,27.1,,"Copper, water, filtered, micrograms per liter",FALSE
127000,26.1,,"Copper, water, filtered, micrograms per liter",FALSE
127000,21,,"Copper, water, filtered, micrograms per liter",FALSE
127000,20,,"Copper, water, filtered, micrograms per liter",FALSE
127000,17,,"Copper, water, filtered, micrograms per liter",FALSE
127000,15.6,,"Copper, water, filtered, micrograms per liter",FALSE
127000,12,,"Copper, water, filtered, micrograms per liter",FALSE
127000,11.9,,"Copper, water, filtered, micrograms per liter",FALSE
127000,10,,"Copper, water, filtered, micrograms per liter",FALSE
127000,9.93,,"Copper, water, filtered, micrograms per liter",FALSE
127000,9.1,,"Copper, water, filtered, micrograms per liter",FALSE
127000,8.7,,"Copper, water, filtered, micrograms per liter",FALSE
127000,7.97,,"Copper, water, filtered, micrograms per liter",FALSE
127000,6.87,,"Copper, water, filtered, micrograms per liter",FALSE
127000,6.59,,"Copper, water, filtered, micrograms per liter",FALSE
110000,87,,"Copper, water, filtered, micrograms per liter",FALSE
110000,28,,"Copper, water, filtered, micrograms per liter",FALSE
110000,20,,"Copper, water, filtered, micrograms per liter",FALSE
110000,19,,"Copper, water, filtered, micrograms per liter",FALSE
110000,15,,"Copper, water, filtered, micrograms per liter",FALSE
110000,11,,"Copper, water, filtered, micrograms per liter",FALSE
96000,33,,"Copper, water, filtered, micrograms per liter",FALSE
96000,23,,"Copper, water, filtered, micrograms per liter",FALSE
96000,20,,"Copper, water, filtered, micrograms per liter",FALSE
96000,18,,"Copper, water, filtered, micrograms per liter",FALSE
96000,17,,"Copper, water, filtered, micrograms per liter",FALSE
96000,16,,"Copper, water, filtered, micrograms per liter",FALSE
96000,13,,"Copper, water, filtered, micrograms per liter",FALSE
96000,12,,"Copper, water, filtered, micrograms per liter",FALSE
96000,11,,"Copper, water, filtered, micrograms per liter",FALSE
96000,8.3,,"Copper, water, filtered, micrograms per liter",FALSE
96000,7.5,,"Copper, water, filtered, micrograms per liter",FALSE
96000,5.7,,"Copper, water, filtered, micrograms per liter",FALSE
90000,14,,"Copper, water, filtered, micrograms per liter",FALSE
90000,6.3,,"Copper, water, filtered, micrograms per liter",FALSE
90000,5.6,,"Copper, water, filtered, micrograms per liter",FALSE
90000,5,,"Copper, water, filtered, micrograms per liter",FALSE
90000,4.2,,"Copper, water, filtered, micrograms per liter",FALSE
90000,3.9,,"Copper, water, filtered, micrograms per liter",FALSE
90000,3.8,,"Copper, water, filtered, micrograms per liter",FALSE
90000,3.7,,"Copper, water, filtered, micrograms per liter",FALSE
90000,3.6,,"Copper, water, filtered, micrograms per liter",FALSE
90000,3.5,,"Copper, water, filtered, micrograms per liter",FALSE
90000,3,,"Copper, water, filtered, micrograms per liter",FALSE
90000,2.8,,"Copper, water, filtered, micrograms per liter",FALSE
90000,2.75,,"Copper, water, filtered, micrograms per liter",FALSE
90000,2.2,,"Copper, water, filtered, micrograms per liter",FALSE
90000,1.9,,"Copper, water, filtered, micrograms per liter",FALSE
87168,15.8,,"Copper, water, filtered, micrograms per liter",FALSE
87168,10.9,,"Copper, water, filtered, micrograms per liter",FALSE
87168,10.8,,"Copper, water, filtered, micrograms per liter",FALSE
87168,9.24,,"Copper, water, filtered, micrograms per liter",FALSE
87168,8.81,,"Copper, water, filtered, micrograms per liter",FALSE
78500,9.9,,"Copper, water, filtered, micrograms per liter",FALSE
78500,9.26,,"Copper, water, filtered, micrograms per liter",FALSE
78500,8.18,,"Copper, water, filtered, micrograms per liter",FALSE
78500,6.84,,"Copper, water, filtered, micrograms per liter",FALSE
78500,6.75,,"Copper, water, filtered, micrograms per liter",FALSE
78500,6.3,,"Copper, water, filtered, micrograms per liter",FALSE
78500,5.97,,"Copper, water, filtered, micrograms per liter",FALSE
78500,5.91,,"Copper, water, filtered, micrograms per liter",FALSE
78500,4.66,,"Copper, water, filtered, micrograms per liter",FALSE
78500,4.51,,"Copper, water, filtered, micrograms per liter",FALSE
78500,3.99,,"Copper, water, filtered, micrograms per liter",FALSE
78500,3.9,,"Copper, water, filtered, micrograms per liter",FALSE
78500,2.53,,"Copper, water, filtered, micrograms per liter",FALSE
78500,2.13,,"Copper, water, filtered, micrograms per liter",FALSE
76000,11,,"Copper, water, filtered, micrograms per liter",FALSE
76000,8.4,,"Copper, water, filtered, micrograms per liter",FALSE
76000,8.1,,"Copper, water, filtered, micrograms per liter",FALSE
76000,6.1,,"Copper, water, filtered, micrograms per liter",FALSE
76000,5.9,,"Copper, water, filtered, micrograms per liter",FALSE
76000,5.8,,"Copper, water, filtered, micrograms per liter",FALSE
76000,5.3,,"Copper, water, filtered, micrograms per liter",FALSE
76000,4.7,,"Copper, water, filtered, micrograms per liter",FALSE
76000,4.3,,"Copper, water, filtered, micrograms per liter",FALSE
76000,3.8,,"Copper, water, filtered, micrograms per liter",FALSE
76000,3.6,,"Copper, water, filtered, micrograms per liter",FALSE
76000,3.2,,"Copper, water, filtered, micrograms per liter",FALSE
76000,2.5,,"Copper, water, filtered, micrograms per liter",FALSE
76000,2.4,,"Copper, water, filtered, micrograms per liter",FALSE
76000,1.8,,"Copper, water, filtered, micrograms per liter",FALSE
76000,1.6,,"Copper, water, filtered, micrograms per liter",FALSE
76000,1.5,,"Copper, water, filtered, micrograms per liter",FALSE
76000,1.4,,"Copper, water, filtered, micrograms per liter",FALSE
70000,65,,"Copper, water, filtered, micrograms per liter",FALSE
70000,48,,"Copper, water, filtered, micrograms per liter",FALSE
70000,39,,"Copper, water, filtered, micrograms per liter",FALSE
70000,35,,"Copper, water, filtered, micrograms per liter",FALSE
70000,34,,"Copper, water, filtered, micrograms per liter",FALSE
70000,33,,"Copper, water, filtered, micrograms per liter",FALSE
70000,23,,"Copper, water, filtered, micrograms per liter",FALSE
70000,22,,"Copper, water, filtered, micrograms per liter",FALSE
70000,21,,"Copper, water, filtered, micrograms per liter",FALSE
70000,18,,"Copper, water, filtered, micrograms per liter",FALSE
70000,17,,"Copper, water, filtered, micrograms per liter",FALSE
70000,16,,"Copper, water, filtered, micrograms per liter",FALSE
70000,13,,"Copper, water, filtered, micrograms per liter",FALSE
70000,12,,"Copper, water, filtered, micrograms per liter",FALSE
70000,10,,"Copper, water, filtered, micrograms per liter",FALSE
70000,9.8,,"Copper, water, filtered, micrograms per liter",FALSE
70000,9.7,,"Copper, water, filtered, micrograms per liter",FALSE
70000,2.6,,"Copper, water, filtered, micrograms per liter",FALSE
63000,23,,"Copper, water, filtered, micrograms per liter",FALSE
63000,18,,"Copper, water, filtered, micrograms per liter",FALSE
63000,16,,"Copper, water, filtered, micrograms per liter",FALSE
63000,13,,"Copper, water, filtered, micrograms per liter",FALSE
63000,12,,"Copper, water, filtered, micrograms per liter",FALSE
63000,11,,"Copper, water, filtered, micrograms per liter",FALSE
63000,7.6,,"Copper, water, filtered, micrograms per liter",FALSE
63000,6.6,,"Copper, water, filtered, micrograms per liter",FALSE
63000,6,,"Copper, water, filtered, micrograms per liter",FALSE
63000,3.3,,"Copper, water, filtered, micrograms per liter",FALSE
55000,48,,"Copper, water, filtered, micrograms per liter",FALSE
55000,23,,"Copper, water, filtered, micrograms per liter",FALSE
55000,19,,"Copper, water, filtered, micrograms per liter",FALSE
55000,18.8,,"Copper, water, filtered, micrograms per liter",FALSE
55000,17,,"Copper, water, filtered, micrograms per liter",FALSE
55000,16,,"Copper, water, filtered, micrograms per liter",FALSE
55000,15,,"Copper, water, filtered, micrograms per liter",FALSE
55000,13,,"Copper, water, filtered, micrograms per liter",FALSE
55000,12,,"Copper, water, filtered, micrograms per liter",FALSE
55000,11,,"Copper, water, filtered, micrograms per liter",FALSE
55000,8.6,,"Copper, water, filtered, micrograms per liter",FALSE
55000,7.6,,"Copper, water, filtered, micrograms per liter",FALSE
55000,7.2,,"Copper, water, filtered, micrograms per liter",FALSE
55000,6.8,,"Copper, water, filtered, micrograms per liter",FALSE
55000,6.7,,"Copper, water, filtered, micrograms per liter",FALSE
55000,6.5,,"Copper, water, filtered, micrograms per liter",FALSE
55000,6.1,,"Copper, water, filtered, micrograms per liter",FALSE
55000,5.2,,"Copper, water, filtered, micrograms per liter",FALSE
51000,56,,"Copper, water, filtered, micrograms per liter",FALSE
51000,26,,"Copper, water, filtered, micrograms per liter",FALSE
51000,23,,"Copper, water, filtered, micrograms per liter",FALSE
51000,20,,"Copper, water, filtered, micrograms per liter",FALSE
51000,19,,"Copper, water, filtered, micrograms per liter",FALSE
51000,17,,"Copper, water, filtered, micrograms per liter",FALSE
51000,16,,"Copper, water, filtered, micrograms per liter",FALSE
51000,14,,"Copper, water, filtered, micrograms per liter",FALSE
51000,13,,"Copper, water, filtered, micrograms per liter",FALSE
51000,12,,"Copper, water, filtered, micrograms per liter",FALSE
51000,11,,"Copper, water, filtered, micrograms per liter",FALSE
51000,9.5,,"Copper, water, filtered, micrograms per liter",FALSE
51000,9.4,,"Copper, water, filtered, micrograms per liter",FALSE
51000,8.6,,"Copper, water, filtered, micrograms per liter",FALSE
51000,8,,"Copper, water, filtered, micrograms per liter",FALSE
51000,7.9,,"Copper, water, filtered, micrograms per liter",FALSE
51000,7.6,,"Copper, water, filtered, micrograms per liter",FALSE
51000,7.5,,"Copper, water, filtered, micrograms per liter",FALSE
51000,6.6,,"Copper, water, filtered, micrograms per liter",FALSE
51000,6,,"Copper, water, filtered, micrograms per liter",FALSE
51000,4.6,,"Copper, water, filtered, micrograms per liter",FALSE
48000,26,,"Copper, water, filtered, micrograms per liter",FALSE
48000,17,,"Copper, water, filtered, micrograms per liter",FALSE
48000,16,,"Copper, water, filtered, micrograms per liter",FALSE
48000,15,,"Copper, water, filtered, micrograms per liter",FALSE
48000,14,,"Copper, water, filtered, micrograms per liter",FALSE
48000,11,,"Copper, water, filtered, micrograms per liter",FALSE
48000,10,,"Copper, water, filtered, micrograms per liter",FALSE
48000,8.7,,"Copper, water, filtered, micrograms per liter",FALSE
48000,8.6,,"Copper, water, filtered, micrograms per liter",FALSE
48000,8,,"Copper, water, filtered, micrograms per liter",FALSE
48000,5.6,,"Copper, water, filtered, micrograms per liter",FALSE
48000,5.3,,"Copper, water, filtered, micrograms per liter",FALSE
48000,4.9,,"Copper, water, filtered, micrograms per liter",FALSE
48000,4,,"Copper, water, filtered, micrograms per liter",FALSE
47000,29,,"Copper, water, filtered, micrograms per liter",FALSE
47000,28,,"Copper, water, filtered, micrograms per liter",FALSE
47000,15,,"Copper, water, filtered, micrograms per liter",FALSE
47000,13,,"Copper, water, filtered, micrograms per liter",FALSE
47000,11,,"Copper, water, filtered, micrograms per liter",FALSE
47000,9.4,,"Copper, water, filtered, micrograms per liter",FALSE
47000,8.8,,"Copper, water, filtered, micrograms per liter",FALSE
47000,8.3,,"Copper, water, filtered, micrograms per liter",FALSE
47000,8,,"Copper, water, filtered, micrograms per liter",FALSE
47000,7.7,,"Copper, water, filtered, micrograms per liter",FALSE
47000,6.5,,"Copper, water, filtered, micrograms per liter",FALSE
47000,4.2,,"Copper, water, filtered, micrograms per liter",FALSE
47000,3.2,,"Copper, water, filtered, micrograms per liter",FALSE
43000,67,,"Copper, water, filtered, micrograms per liter",FALSE
43000,44,,"Copper, water, filtered, micrograms per liter",FALSE
43000,41,,"Copper, water, filtered, micrograms per liter",FALSE
43000,37,,"Copper, water, filtered, micrograms per liter",FALSE
43000,36,,"Copper, water, filtered, micrograms per liter",FALSE
43000,26,,"Copper, water, filtered, micrograms per liter",FALSE
43000,24,,"Copper, water, filtered, micrograms per liter",FALSE
43000,21,,"Copper, water, filtered, micrograms per liter",FALSE
43000,20,,"Copper, water, filtered, micrograms per liter",FALSE
43000,16,,"Copper, water, filtered, micrograms per liter",FALSE
43000,14,,"Copper, water, filtered, micrograms per liter",FALSE
43000,13,,"Copper, water, filtered, micrograms per liter",FALSE
43000,6,,"Copper, water, filtered, micrograms per liter",FALSE
40000,33,,"Copper, water, filtered, micrograms per liter",FALSE
40000,20,,"Copper, water, filtered, micrograms per liter",FALSE
40000,17,,"Copper, water, filtered, micrograms per liter",FALSE
40000,16,,"Copper, water, filtered, micrograms per liter",FALSE
40000,12,,"Copper, water, filtered, micrograms per liter",FALSE
40000,11,,"Copper, water, filtered, micrograms per liter",FALSE
40000,9.8,,"Copper, water, filtered, micrograms per liter",FALSE
40000,9.2,,"Copper, water, filtered, micrograms per liter",FALSE
40000,8.6,,"Copper, water, filtered, micrograms per liter",FALSE
40000,8.4,,"Copper, water, filtered, micrograms per liter",FALSE
40000,8,,"Copper, water, filtered, micrograms per liter",FALSE
40000,7.8,,"Copper, water, filtered, micrograms per liter",FALSE
40000,6.2,,"Copper, water, filtered, micrograms per liter",FALSE
40000,5.7,,"Copper, water, filtered, micrograms per liter",FALSE
40000,5.1,,"Copper, water, filtered, micrograms per liter",FALSE
40000,4.7,,"Copper, water, filtered, micrograms per liter",FALSE
40000,4,,"Copper, water, filtered, micrograms per liter",FALSE
37000,29.9,,"Copper, water, filtered, micrograms per liter",FALSE
37000,25.7,,"Copper, water, filtered, micrograms per liter",FALSE
37000,21.2,,"Copper, water, filtered, micrograms per liter",FALSE
37000,19.8,,"Copper, water, filtered, micrograms per liter",FALSE
37000,19,,"Copper, water, filtered, micrograms per liter",FALSE
37000,17.5,,"Copper, water, filtered, micrograms per liter",FALSE
37000,17.2,,"Copper, water, filtered, micrograms per liter",FALSE
37000,15.2,,"Copper, water, filtered, micrograms per liter",FALSE
37000,11.8,,"Copper, water, filtered, micrograms per liter",FALSE
37000,10.2,,"Copper, water, filtered, micrograms per liter",FALSE
37000,10.1,,"Copper, water, filtered, micrograms per liter",FALSE
37000,9.67,,"Copper, water, filtered, micrograms per liter",FALSE
37000,8.93,,"Copper, water, filtered, micrograms per liter",FALSE
37000,8.58,,"Copper, water, filtered, micrograms per liter",FALSE
37000,8.47,,"Copper, water, filtered, micrograms per liter",FALSE
37000,6.45,,"Copper, water, filtered, micrograms per liter",FALSE
36000,21,,"Copper, water, filtered, micrograms per liter",FALSE
36000,15,,"Copper, water, filtered, micrograms per liter",FALSE
36000,13,,"Copper, water, filtered, micrograms per liter",FALSE
36000,9.8,,"Copper, water, filtered, micrograms per liter",FALSE
36000,9.7,,"Copper, water, filtered, micrograms per liter",FALSE
36000,9.5,,"Copper, water, filtered, micrograms per liter",FALSE
36000,9,,"Copper, water, filtered, micrograms per liter",FALSE
36000,8.1,,"Copper, water, filtered, micrograms per liter",FALSE
36000,6.7,,"Copper, water, filtered, micrograms per liter",FALSE
29000,21,,"Copper, water, filtered, micrograms per liter",FALSE
29000,12.9,,"Copper, water, filtered, micrograms per liter",FALSE
29000,12,,"Copper, water, filtered, micrograms per liter",FALSE
29000,11,,"Copper, water, filtered, micrograms per liter",FALSE
29000,10,,"Copper, water, filtered, micrograms per liter",FALSE
29000,9.7,,"Copper, water, filtered, micrograms per liter",FALSE
29000,9.6,,"Copper, water, filtered, micrograms per liter",FALSE
29000,8.6,,"Copper, water, filtered, micrograms per liter",FALSE
29000,8.5,,"Copper, water, filtered, micrograms per liter",FALSE
29000,7.6,,"Copper, water, filtered, micrograms per liter",FALSE
29000,7.3,,"Copper, water, filtered, micrograms per liter",FALSE
29000,7.2,,"Copper, water, filtered, micrograms per liter",FALSE
29000,6.6,,"Copper, water, filtered, micrograms per liter",FALSE
29000,6.1,,"Copper, water, filtered, micrograms per liter",FALSE
29000,6,,"Copper, water, filtered, micrograms per liter",FALSE
29000,5.8,,"Copper, water, filtered, micrograms per liter",FALSE
29000,5.3,,"Copper, water, filtered, micrograms per liter",FALSE
29000,5,,"Copper, water, filtered, micrograms per liter",FALSE
29000,3.7,,"Copper, water, filtered, micrograms per liter",FALSE
25000,26.84,,"Copper, water, filtered, micrograms per liter",FALSE
25000,11.48,,"Copper, water, filtered, micrograms per liter",FALSE
25000,11.47,,"Copper, water, filtered, micrograms per liter",FALSE
25000,11.25,,"Copper, water, filtered, micrograms per liter",FALSE
25000,11.1,,"Copper, water, filtered, micrograms per liter",FALSE
25000,10.53,,"Copper, water, filtered, micrograms per liter",FALSE
25000,9.64,,"Copper, water, filtered, micrograms per liter",FALSE
25000,8.43,,"Copper, water, filtered, micrograms per liter",FALSE
25000,7.93,,"Copper, water, filtered, micrograms per liter",FALSE
25000,7.41,,"Copper, water, filtered, micrograms per liter",FALSE
25000,6.43,,"Copper, water, filtered, micrograms per liter",FALSE
25000,6.25,,"Copper, water, filtered, micrograms per liter",FALSE
25000,5.73,,"Copper, water, filtered, micrograms per liter",FALSE
25000,5.68,,"Copper, water, filtered, micrograms per liter",FALSE
25000,5.5,,"Copper, water, filtered, micrograms per liter",FALSE
25000,5.13,,"Copper, water, filtered, micrograms per liter",FALSE
25000,4.99,,"Copper, water, filtered, micrograms per liter",FALSE
25000,4.79,,"Copper, water, filtered, micrograms per liter",FALSE
25000,4.72,,"Copper, water, filtered, micrograms per liter",FALSE
25000,4.53,,"Copper, water, filtered, micrograms per liter",FALSE
25000,3.54,,"Copper, water, filtered, micrograms per liter",FALSE
25000,3.5,,"Copper, water, filtered, micrograms per liter",FALSE
25000,3.22,,"Copper, water, filtered, micrograms per liter",FALSE
25000,2.73,,"Copper, water, filtered, micrograms per liter",FALSE
23000,22,,"Copper, water, filtered, micrograms per liter",FALSE
23000,20,,"Copper, water, filtered, micrograms per liter",FALSE
23000,19,,"Copper, water, filtered, micrograms per liter",FALSE
