Parameter ID (tdsUSEPAParameterCodes.txt),S Adt,S Avg Annual Precip,S EMC Value,Site ID,T Data Qualifier,T EMC Qual,T Parameter Name,T Pcode,NonDetectFlag
304,121000,,31,191,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,121000,,22,191,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,110000,,110,190,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,110000,,60,190,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,110000,,51,190,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,110000,,47,190,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,40000,,56,189,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,40000,,48,189,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,40000,,35,189,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,40000,,27,189,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,40000,,26,189,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,40000,,19,189,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,19.2,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,15.7,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,15.3,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,13.2,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,13.1,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,12.9,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,11.4,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,10.8,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,8.8,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,8.7,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,8.3,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,7.6,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,7.45,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,6.5,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,3.4,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21800,,1.8,188,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,34.2,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,26.2,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,20.8,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,12,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,11,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,8.82,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,8.4,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,7,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,6.86,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,5.89,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,5.6,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,4.81,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,8000,,4.74,187,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,30000,,65,186,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,30000,,43.8,186,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,30000,,39.7,186,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,30000,,35.8,186,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,30000,,32,186,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,30000,,30.9,186,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,30000,,28.6,186,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,30000,,24.8,186,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,30000,,19.4,186,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,30000,,15,186,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21000,,53.6,185,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,193,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,174,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,144,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,135,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,110,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,102,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,87.4,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,82.9,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,77.8,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,76.9,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,71.5,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,67.8,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,67,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,63.4,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,59.1,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,58.9,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,51.7,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,49.9,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,45.7,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,30.6,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,27.9,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,23.1,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,22.7,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,18.4,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,18,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,145100,,14,184,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,72,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,52.6,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,51.8,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,51.6,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,42.7,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,41.8,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,41.5,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,34.2,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,32.3,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,31.5,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,27.8,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,24.6,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,23.9,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,20.5,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,18.7,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,17.7,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,16.4,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,16.1,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,14.7,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,9.42,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,9.28,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,8.57,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,7.94,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,23000,,7.7,183,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,71.9,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,66.6,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,43.9,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,30.7,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,30,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,25.4,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,24.5,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,24,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,20.8,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,20.7,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,20.4,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,20,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,19.8,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,18.5,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,17.4,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,16.6,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,16.2,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,16,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,15.4,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,13.2,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,13,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,12.6,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,12.5,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,12.1,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,9.94,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,9.7,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,9.1,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,7.6,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,7.35,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,6.8,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,1.45,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,15800,,1.31,182,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21400,,40.9,181,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21400,,38.4,181,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21400,,35,181,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21400,,25,181,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21400,,23,181,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21400,,21,181,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,21400,,18.9,181,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,310,169,Backwater issues during monitoring. Leak in collection pipe may result in lower flow rates measured through 3/27/10,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,43,169,Backwater issues during monitoring. Leak in collection pipe may result in lower flow rates measured through 3/27/10,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,29,169,Backwater issues during monitoring. Leak in collection pipe may result in lower flow rates measured through 3/27/10,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,27,169,Backwater issues during monitoring. Leak in collection pipe may result in lower flow rates measured through 3/27/10,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,18,169,Backwater issues during monitoring. Leak in collection pipe may result in lower flow rates measured through 3/27/10,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,13,169,Backwater issues during monitoring. Leak in collection pipe may result in lower flow rates measured through 3/27/10,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,12,169,Backwater issues during monitoring. Leak in collection pipe may result in lower flow rates measured through 3/27/10,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,10,169,Backwater issues during monitoring. Leak in collection pipe may result in lower flow rates measured through 3/27/10,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,4.7,169,Backwater issues during monitoring. Leak in collection pipe may result in lower flow rates measured through 3/27/10,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,20,168,Backwater issues during monitoring,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,19,168,Backwater issues during monitoring,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,18,168,Backwater issues during monitoring,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,14,168,Backwater issues during monitoring,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,13,168,Backwater issues during monitoring,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,7.3,168,Backwater issues during monitoring,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,6.7,168,Backwater issues during monitoring,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,46,6.2,168,Backwater issues during monitoring,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,75.2,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,52.8,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,32.2,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,27.9,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,15.1,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,12,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,8.5,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,7.8,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,5.2,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,4.3,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,4,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,26000,,3.6,167,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,15.9,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,14.5,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,10,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,6.7,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,5.6,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,5.5,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,4.8,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,4.5,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,3.5,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,3.2,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,2.9,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,2.8,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5600,,1.7,166,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,21.5,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,9.4,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,9,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,6.2,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,5.9,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,5.6,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,4.6,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,4.2,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,3.9,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,3,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,2.2,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,750,,1.3,165,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,235,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,36.3,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,20.6,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,19.1,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,11.2,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,10.7,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,8.7,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,7.9,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,7.1,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,5.7,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,5000,,3.5,164,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,95.8,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,26.4,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,25,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,23.7,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,21.8,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,21.2,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,21,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,18.7,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,18.2,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,17.3,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,11.5,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,11.2,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,11500,,8.7,163,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,151,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,29.8,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,24,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,21.6,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,19.9,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,18,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,17.4,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,14.8,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,12.9,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,10.9,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,8.7,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,6.3,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,34000,,5.1,162,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,117,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,51.4,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,48.7,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,40.2,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,35.3,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,28.2,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,23.6,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,23.5,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,20.7,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,19.5,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,11.7,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,13000,,7.9,161,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,18.4,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,18,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,15.8,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,12.8,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,12.6,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,12,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,10.7,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,10.6,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,10.5,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,9.2,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,6.4,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,4.8,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,2800,,4.7,160,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,500,,21.4,159,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,500,,9.4,159,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,500,,4.9,159,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,500,,4.7,159,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,500,,4.1,159,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,500,,4,159,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,500,,3.9,159,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,500,,3.7,159,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,500,,3,159,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,500,,2.3,159,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,112000,,107,158,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,112000,,98.3,158,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,112000,,77.2,158,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,112000,,52.5,158,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,112000,,51.2,158,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,112000,,40.1,158,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,112000,,35.9,158,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,112000,,32.3,158,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,112000,,29.8,158,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
304,112000,,27,158,,,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,FALSE
