Parameter ID (tdsUSEPAParameterCodes.txt),S Adt,S Avg Annual Precip,S EMC Value,Site ID,T Data Qualifier,T EMC Qual,T Parameter Name,T Pcode,NonDetectFlag
348,43190,,5,208,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,1565,,5,207,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,39965,,5,206,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,21400,,20,181,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,11000,,10,152,Drainage area estimate not definitive,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,50200,,10,151,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,20300,,10,142,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,14000,,5,103,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,58150,3.25,10,93,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,14100,,5,84,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,4950,,5,42,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,17000,39,10,21,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,35000,17,10,20,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,15400,97,10,19,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
348,20000,62,10,6,,<,"Zinc, water, unfiltered, recoverable, micrograms per liter",p01092,TRUE
313,7172,30,100,212,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,43190,,50,208,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,1565,,50,207,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,39965,,50,206,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,154000,,1,196,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,75000,,1,194,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,12500,,1,193,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,21800,,0.12,188,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,8000,,0.01,187,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,21400,,5,181,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,21400,,2,181,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,11000,,5,152,Drainage area estimate not definitive,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,50200,,5,151,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,33400,,5,148,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,39000,,5,145,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,20300,,5,142,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,41000,31,1,112,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,160000,,0.5,106,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,14000,,1,103,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,130000,,1,102,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,42000,,5,101,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,58150,3.25,1.4,93,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,14100,,1,84,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,11600,,1,83,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,74000,,1,79,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,154000,,1,77,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,76000,,1,76,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,20300,,1,75,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,20300,,1,74,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,51000,,1,64,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,48000,,1,63,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,47000,,1,62,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,23000,,1,55,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,2150,,1,52,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,9100,,1,51,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,12500,,1,50,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,2250,,1,49,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,4950,,1,42,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,5800,,1,39,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,17000,39,10,21,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,35000,17,10,20,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,15400,97,10,19,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,84000,35,10,18,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,106000,18,10,17,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,5000,18,10,16,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,56000,38,5,12,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,26000,44,5,10,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
313,86000,16,50,3,,<,"Lead, water, unfiltered, recoverable, micrograms per liter",p01051,TRUE
304,35000,,50,214,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,7172,30,10,212,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,12500,,3.9,193,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,21400,,20,181,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,21400,,4,181,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,400,,4,155,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,400,,1.4,155,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,11000,,50,152,Drainage area estimate not definitive,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,14000,,5,103,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,130000,,5,102,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,42000,,5,101,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,111000,3.25,6,98,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,111000,3.25,11.3,97,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,111000,3.25,6,97,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,47000,3.25,6,96,Flow measurement biased low because of spillage of scupper flow at high intensities,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,47240,3.25,6.35,95,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,47240,3.25,6,95,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,58150,3.25,2,93,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,14100,,1,84,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,11600,,1,83,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,17000,39,10,21,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,35000,17,10,20,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,15400,97,10,19,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,84000,35,10,18,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,106000,18,10,17,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,5000,18,10,16,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,4000,8,10,15,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,24000,38,10,11,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
304,42000,49,10,1,,<,"Copper, water, unfiltered, recoverable, micrograms per liter",p01042,TRUE
290,47000,80,0.06,213,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,7172,30,10,212,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,90000,,2,210,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,236000,,0.07,197,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,154000,,0.2,196,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,75000,,0.2,194,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,12500,,0.2,193,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,12500,,0.1,193,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,12500,,0.07,193,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,195000,,0.01,192,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,40000,,0.2,189,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,21800,,0.08,188,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,8000,,0.01,187,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,145100,,5,184,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,145100,,2,184,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,23000,,5,183,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,23000,,1,183,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,15800,,1,182,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,21400,,5,181,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,21400,,2,181,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,21400,,1,181,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,26000,,0.06,167,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,5600,,0.06,166,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,500,,0.06,159,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,1800,,0.06,157,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,400,,0.06,155,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,400,,0.04,155,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,1400,,0.06,153,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,1400,,0.04,153,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,11000,,2,152,Drainage area estimate not definitive,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,50200,,2,151,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,33400,,2,148,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,39000,,2,145,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,20300,,2,142,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,16500,,0.1,140,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,25700,44.8,0.06,129,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,26400,44.8,0.06,128,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,3000,38.9,0.04,119,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,3000,37.6,0.04,115,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,41000,31,1,112,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,90000,,0.1,107,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,160000,,0.1,106,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,14000,,0.2,103,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,130000,,0.2,102,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,42000,,0.2,101,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,288000,,1,89,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,274000,,1,88,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,328000,,1,87,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,3000,,0.2,86,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,37000,,0.2,85,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,14100,,2,84,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,14100,,0.2,84,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,11600,,2,83,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,11600,,0.2,83,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,8500,,1,82,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,8500,,0.2,82,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,127000,,0.2,81,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,36000,,0.2,80,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,74000,,0.2,79,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,154000,,0.2,77,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,76000,,0.2,76,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,20300,,0.2,75,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,20300,,0.2,74,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,110000,,0.2,73,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,40000,,0.2,72,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,51000,,0.2,65,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,51000,,0.2,64,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,48000,,0.2,63,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,53000,,0.2,61,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,70000,,0.2,58,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,23000,,0.2,55,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,5800,,0.2,53,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,2150,,0.2,52,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,9100,,0.2,51,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,12500,,1,50,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,12500,,0.2,50,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,2250,,0.2,49,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,55000,,0.2,47,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,14200,,0.2,46,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,7200,,0.2,45,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,2100,,0.2,43,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,4950,,0.2,42,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,5800,,0.2,39,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,88000,45,10,13,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,56000,38,5,12,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,24000,38,10,11,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,26000,44,7,10,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,26000,44,1,10,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,20000,62,1,6,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,149000,15,10,5,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,70000,20,1,4,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,86000,16,5,3,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
290,200000,13,1,2,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027,TRUE
188,35000,,0.01,214,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,90000,,0.24,210,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,90000,,0.1,210,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,1565,,0.1,207,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,236000,,0.008,197,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,154000,,0.03,196,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,139000,,0.008,195,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,75000,,0.03,194,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,12500,,0.06,193,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,12500,,0.03,193,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,12500,,0.008,193,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,40000,,0.03,189,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,21800,,0.1,188,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,15800,,0.02,182,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,15800,,0.01,182,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,11000,,0.05,152,Drainage area estimate not definitive,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,50200,,0.05,151,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,39000,,0.05,145,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,20300,,0.05,142,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,3000,38.9,0.02,119,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,3000,37.6,0.02,115,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,20000,,0.01,110,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,20000,,0.01,109,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,14000,,0.05,103,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,130000,,0.05,102,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,42000,,0.05,101,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,58150,3.25,0.05,93,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,14100,,0.03,84,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,11600,,0.03,83,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,36000,,0.03,80,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,74000,,0.03,79,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,76000,,0.03,76,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,40000,,0.03,72,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,139000,,0.03,71,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,177000,,0.03,67,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,51000,,0.03,64,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,48000,,0.03,63,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,47000,,0.03,62,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,53000,,0.03,61,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,132000,,0.03,60,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,29000,,0.03,59,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,70000,,0.03,58,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,23000,,0.03,55,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,2150,,0.03,52,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,9100,,0.03,51,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,12500,,0.03,50,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,2250,,0.03,49,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,15000,,0.03,48,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,55000,,0.03,47,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,7200,,0.03,45,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,2100,,0.03,43,"Many runoff coefficients exceed 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,4950,,0.03,42,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,63000,,0.03,41,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
188,5800,,0.03,39,,<,"Phosphorus, water, unfiltered, milligrams per liter",p00665,TRUE
176,47000,80,0.14,213,,<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
176,1565,,0.05,207,,<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
176,21800,,0.1,188,,<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
176,145100,,0.4,184,,<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
176,15800,,1,182,,<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
176,21400,,0.1,181,,<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
176,34000,46,0.14,168,Backwater issues during monitoring,<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
176,11000,,0.5,152,Drainage area estimate not definitive,<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
176,3000,,0.1,86,,<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
176,14100,,0.2,84,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
176,14100,,0.1,84,"Median runoff coefficient exceeds 1 indicating a systematic problem with area, precipitation, and/or runoff measurement",<,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625,TRUE
