NonDetectFlag,Parameter ID (tdsUSEPAParameterCodes.txt),S Adt,S Avg Annual Precip,S EMC Value,Site ID,State ID,T Data Qualifier,T EMC Qual,T Parameter Name,T Pcode
FALSE,176,35000,,2.9,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,2.3,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,2.2,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,2.1,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,1.9,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,1.7,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,1.4,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,1.3,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,1.2,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,1.1,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,0.9,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,35000,,0.7,214,30,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,1.4,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,1.1,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,0.48,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,0.36,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,0.28,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,0.25,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,0.21,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,0.19,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,0.18,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,0.17,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,0.1,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,47000,80,0.09,213,12,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,17,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,10,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,5.2,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,3.8,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,2.8,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,2.6,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,2.5,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,2.4,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,2.3,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,2,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,1.5,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,1.4,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,1.3,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,1,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,0.9,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7172,30,0.5,212,24,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,1.84,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,1.53,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,1.39,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,1.17,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,1.13,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.78,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.66,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.58,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.55,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.52,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.44,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.43,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.4,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.36,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.29,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.28,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.25,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.24,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.21,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.19,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.15,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.14,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43593,,0.1,211,10,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,10.4,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,10.2,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,4.7,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,4.67,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,4.58,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,4.47,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,4.1,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,3.54,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,3,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,2.83,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,2.01,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,2,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,1.8,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,1.63,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,1.56,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,1.4,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,1.39,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,1.3,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,1.03,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,1.02,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,1,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.92,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.9,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.6,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.55,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.51,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.5,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.48,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.4,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.35,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.27,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.2,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.17,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,90000,,0.07,210,21,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,7280,,1.58,209,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43190,,2.19,208,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,43190,,1.65,208,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,1565,,0.91,207,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,1565,,0.88,207,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,3.14,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,2.9,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,2.7,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,2.58,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,1.99,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,1.76,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,1.73,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,1.54,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,1.32,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,0.94,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,0.78,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,39965,,0.58,206,28,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,9.31,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,9.17,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,6.81,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,5.24,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,3.98,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,3.83,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,3.2,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,2.88,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,2.79,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,2.78,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,2.67,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,1.7,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,1.37,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,1.16,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,0.96,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,0.9,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,0.4,205,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12600,,1.86,204,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12600,,1.32,204,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12600,,0.73,204,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,7.97,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,4.76,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,4.15,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,3.82,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,2.74,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,2.65,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,2.47,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,2.39,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,1.95,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,1.82,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,1.55,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,0.92,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,0.89,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,0.81,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,0.77,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,0.71,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,6000,,0.55,203,29,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,5.9,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,3.5,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,2.5,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,2,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,1.8,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,1.4,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,1.3,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,1.1,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,0.93,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,0.7,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,0.58,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,236000,,0.34,197,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,4.3,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,4,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,2.8,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,2.7,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,2.4,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,2.2,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,2,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,1.5,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,1.4,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,1.1,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,0.74,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,0.72,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,154000,,0.57,196,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,139000,,1.9,195,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,139000,,1.6,195,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,139000,,1.4,195,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,139000,,1.1,195,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,139000,,0.85,195,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,139000,,0.81,195,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,139000,,0.79,195,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,4.9,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,3.8,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,2.7,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,2.5,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,2,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,1.2,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,1.1,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,1,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,0.78,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,0.76,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,0.73,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,0.65,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,75000,,0.46,194,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12500,,3.7,193,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12500,,2.05,193,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12500,,1.8,193,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12500,,1.7,193,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12500,,1.4,193,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12500,,0.87,193,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12500,,0.86,193,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,12500,,0.64,193,6,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
